Store_name,Category,Review,TV,Biztel,Address,Menu,Homepage,페이스북,인스타그램,블로그,웹사이트,Convenience,Desc,10,20,30,40,50,60,Female,Male
봉우이층집 선릉점돼지고기구이,돼지고기구이,4122,,02-508-8454,"서울 강남구 선릉로86길 39
지번대치동 890-44 2층지도보기","15,000원
대표
숙성 통목살 (이베리코/150g)
6,000원
대표
항아리가위냉면
14,000원
숙성 통삼겹 (국내산/150g)
16,000원
항정살 (국내산/150g)
29,000원
눈꽃살 (미국산/150g)
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"단체석, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","모든 고기를 직접 숙성 & 풀 그릴링 하여 최상의 상태로 제공 합니다.
파티룸 형식으로 최대 40분까지 예약/식사 가능합니다.",height: 37.863%;,height: 82.5175%;,height: 83.682%;,height: 80.906%;,height: 61.8985%;,height: 58.165%;,47%,53%
초가집한식,한식,6,,02-501-5738,"서울 강남구 논현로79길 63
지번역삼동 742-29 동명 빌딩지도보기","55,000원
오리백숙예약
60,000원
옻오리백숙예약
50,000원
토종닭백숙예약
14,000원
삼계탕",http://blog.naver.com/hyeyeon072,,,,,"단체석, 주차, 포장, 배달, 예약, 무선 인터넷",,height: 25%;,height: 59.4355%;,height: 81.2%;,height: 91.7295%;,height: 83.923%;,height: 92.9295%;,36%,64%
홍탕 역삼점중식당,중식당,5,,02-556-5555,"서울 강남구 언주로85길 23-12
지번역삼동 723-17지도보기","18,000원
홍 탕수육(일반) 中
21,000원
홍 탕수육(일반) 大
19,000원
홍 탕수육(매운) 中
22,000원
홍 탕수육(매운) 大
23,000원
김치피자탕수육 中
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"포장, 배달","반갑습니다.
항상 고객님에게 최고의 맛을 제공하기 위해 끊임없이 노력하고 있습니다.

끊임없는 노력과 다양한 요리연구를 통해 새롭고 차별화된 메뉴를 제공함으로써 브랜드의 가치를 극대화하고
 있으며 이를 통한 고객만족을 최우선으로 생각합니다.
앞으로도 고객님들의 변함 없는 관심과 사랑에 보답하기 위해 더 좋은 맛과 서비스를 제공하기 위해 노력하며
 고객님의 건강과 행복을 책임진다는 사명감을 갖고 더욱더 발전해 나아가도록 노력 하겠습니다.
또한 모든 메뉴에서 타업체와 동일한 맛이 아닌 차별화된 맛과 품질로 보답해 드리겠습니다.

홍탕 임직원 일동",,,,,,,,
통영막썰이회한식,한식,6,,02-553-5677,"서울 강남구 테헤란로25길 7
지번역삼동 646-14 창성재단빌딩지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,,,,,,,,
사보텐 선릉역점돈가스,돈가스,56,,02-2051-4510,"서울 강남구 테헤란로 316
지번역삼동 707-5 메트라이프타워 1층지도보기","15,000원
흑돈 로스카츠정식
16,500원
흑돈 히레카츠정식
15,000원
씨푸드정식",http://www.saboten.co.kr/,,,,,,"안녕하십니까 사보텐 선릉역점입니다.
최고의 서비스로 정성껏 모시겠습니다.",height: 37.0613%;,height: 90.2133%;,height: 84.2653%;,height: 65.78%;,height: 26.152%;,height: 34.2133%;,50%,50%
히코코 강남역점카페,카페,59,,070-4066-0704,"서울 서초구 강남대로61길 3
지번서초동 1318 대승빌딩 2층 히코코지도보기","3,900원
아메리카노",,,,,,"단체석, 포장, 무선 인터넷, 남/녀 화장실 구분","히코코만의 차별화된 로스팅 공법으로 생산되어지는 깊은 맛 과 풍부한 향기의 신선한 원두커피입니다.
테이크아웃/ 무선 인터넷/ 흠연실/ 보조배터리 대여 서비스",height: 65.173%;,height: 95.7925%;,height: 71.174%;,height: 61.5305%;,height: 50.406%;,height: 25%;,58%,42%
아카라이자카야,이자카야,1197,맛있는녀석들,02-511-3444,"서울 강남구 봉은사로43길 14
지번논현동 272-31 1층 아카라지도보기","20,000원
대표
메뉴판 사진 참고 해 주세요.
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","☆매주 일요일은 휴무입니다.☆
정통 일본식 로바다야끼 (炉端焼き) 아카라입니다.
오랜 경력의 일본인 쉐프가 담아내는 일본 현지의 정통 요리와, 그에 어울리는 니혼슈 및 일본 소주, 생맥주를 즐기실 수 있습니다.",height: 42.7505%;,height: 91.8845%;,height: 97.0275%;,height: 93.901%;,height: 73.9075%;,height: 70.994%;,45%,55%
"생활맥주 역삼점맥주,호프","맥주,호프",29,,02-501-0530,"서울 강남구 언주로93길 34
지번역삼동 672-31지도보기","메뉴정보
메뉴정보안내
17,000원
앵그리버드
18,000원
앵그리버드 레드
16,000원
크리스피 텐더와 감자
15,000원
버팔로 윙과 감자
14,000원
그린라이트 샐러드
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"단체석, 포장, 무선 인터넷",,height: 25%;,height: 82.231%;,height: 78.753%;,height: 72.266%;,height: 53.185%;,height: 25%;,49%,51%
"대가칼국수,만두","칼국수,만두",193,수요미식회,02-567-2379,"서울 강남구 봉은사로4길 24
지번역삼동 810-12지도보기","25,000원
만두전골(중)
35,000원
만두전골(대)
12,000원
북어찜
10,000원
빈대떡
7,000원
칼만두",,,,,,"단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요 대가입니다 .

어머니의 손맛이 생각나는 겨울 날 따듯한 식사를 대접 해드리기위해서 항상 맛과 정성을 가득담아서 선사해드리고 있는

대가입니다 .

항상 최고보다는 최선을 다하고있으며 

고객님 한분한분을 왕으로 모시는 대가는 맛있는 음식 맛있는 장소 고객님이 찾던 참새 방앗간같은 그런 좋은 맛집이 되도록 하겠습니다 .

감사합니다 .

문의사항
02-567-2379",height: 22.5747%;,height: 67.4524%;,height: 74.5609%;,height: 98.3613%;,height: 66.828%;,height: 66.232%;,48%,52%
"제주탐하리 역삼점육류,고기요리","육류,고기요리",135,식객남녀잘먹었습니다3,02-501-6060,"서울 강남구 봉은사로26길 21
지번역삼동 607-2 페이시스빌딩지도보기","45,000원
대표
근고기(600g)
6,000원
고추장찌개",,,,,,"단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분",,height: 25%;,height: 90.6875%;,height: 88.887%;,height: 66.045%;,height: 45.476%;,height: 47.23%;,48%,52%
꿀스커피 역삼점카페,카페,지번역삼동 735-18,,02-501-0585,"서울 강남구 논현로85길 52
지번역삼동 735-18지도보기",메뉴판 이미지를 추가해주세요!,,,,,,,,,,,,,,,
"유가네전사랑전,빈대떡","전,빈대떡",412,,02-581-1662,"서울 강남구 역삼로3길 15
지번역삼동 831-36 1층지도보기","23,000원
대표
냉장와규육전
변동
대표
생굴/굴전
변동
제철요리
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 주차, 포장, 배달, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분","1. 전
50MM 철판에서 부쳐내는 전은 겉은바삭하고 속은 부드럽습니다.
또한 기름기가 적어 담백합니다.

2. 보쌈
최고등급 한돈으로 만든 보쌈은 1일한정수량 재고판매 NO

3. 감자탕
깔끔한 진국 감자탕 착한가격


4. 대표 팔도막걸리",height: 32.241%;,height: 90.512%;,height: 81.767%;,height: 82.4085%;,height: 71.3515%;,height: 74.6345%;,48%,52%
새마을식당 강남역점돼지고기구이,돼지고기구이,118,,02-558-8592,"서울 강남구 역삼로1길 18
지번역삼동 831-32지도보기","메뉴정보
메뉴정보안내
9,000원
대표
열탄불고기
6,000원
대표
7분돼지김치
10,000원
소금구이
9,000원
절구미삼겹살
5,000원
냉김치말이국수
더보기",http://newmaul.com,,,,,,"백종원 대표의 손에서 개발된 특색 있는 돼지고기 메뉴!
마음 편한 곳, 새마을식당",height: 92.732%;,height: 89.3015%;,height: 76.4545%;,height: 64.9025%;,height: 50.0265%;,height: 25%;,49%,51%
킵유어포크푸드코트,푸드코트,3611,,02-555-0790,"서울 강남구 강남대로84길 15
지번역삼동 825-24 효성해링턴타워 지하1층지도보기","9,800원
스시쿠마 역삼최고초밥세트
16,000원
소공동뚝배기집 2인세트
7,000원
더국밥 고기폭발김치찌개
7,900원
썬더볼드 스테이크덮밥
10,000원
밀피유 치즈돈까스
더보기",http://www.keepyourfork.co.kr/,,,,,"단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",,height: 97.6071%;,height: 94.6093%;,height: 64.9551%;,height: 53.5191%;,height: 38.904%;,height: 37.0284%;,55%,45%
스타벅스 강남비젼타워점카페,카페,91,,02-758-8492,"서울 강남구 테헤란로2길 27
지번역삼동 826-26 비젼타워지도보기","4,600원
카페라떼Tall)",http://www.istarbucks.co.kr/,http://www.facebook.com/starbuckskorea,http://www.instagram.com/starbuckskorea,http://www.istarbucksblog.co.kr/,,,,height: 25%;,height: 88.7495%;,height: 82.0525%;,height: 65.7955%;,height: 47.7875%;,height: 25%;,58%,42%
이승재참치,,2657,,02-552-2629,"서울 강남구 역삼로63길 22
지번대치동 900-4 2층지도보기","29,000~80,000원
사시미코스
15,000~30,000원
런치정식코스
15,000~30,000원
참치초밥
6,000원
참치회덮밥
6,000원
참치회쫄면
메뉴판(원산지) 이미지로 보기
더보기",http://www.instagram.com/seungjaetuna,,,,,"단체석, 주차, 발렛파킹, 포장, 배달, 예약, 남/녀 화장실 구분","이번에 새롭게 오픈한 이승재참치입니다! 
저희 이승재참치는 얼리지않은 숙성된 프리미엄급 참치만을 드립니다 혼마구로전문점으로 간장게장과함께  코스로 즐기시는 참치를 맛을 보여드리겠습니다^^  !!남녀화장실구분&주차가능",height: 29.3835%;,height: 75.2025%;,height: 90.154%;,height: 88.927%;,height: 69.7585%;,height: 67.9805%;,41%,59%
바르미샤브샤브앤칼국수 서초아이파크점샤브샤브,샤브샤브,2242,,02-591-1255,"서울 서초구 서초대로77길 62
지번서초4동 1303-16 아이파크 1차 L2층지도보기","13,800원
소고기 샤브샤브+샐러드바 무제한 점심
14,800원
소고기 샤브샤브+샐러드바 무제한 평일저녁
15,800원
소고기 샤브샤브+샐러드바 무제한 주말/공휴
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분",샤브샤브 칼국수 신선야채와 건강한버섯 샐러드바 디저트 무제한 제공,height: 26.5378%;,height: 79.2418%;,height: 74.6089%;,height: 67.8436%;,height: 91.6729%;,height: 73.5351%;,52%,48%
그랜드 인터컨티넨탈 서울 파르나스 그랜드 키친,,525,,02-559-7575,"서울 강남구 테헤란로 521
지번삼성동 159-8 그랜드 인터컨티넨탈 서울 파르나스 1층지도보기","90,000원
점심 (주중)
45,000원
점심 (주중) *어린이 만4세-만12세
100,000원
저녁 (주중)
50,000원
저녁 (주중) *어린이 만4세-만12세
100,000원
점심 (주말 및 공휴일)
메뉴판(원산지) 이미지로 보기
더보기",https://seoul.intercontinental.com/grandicparnas/restaurant/GrandKitchen,http://www.facebook.com/grandicparnas,http://www.instagram.com/intercontinental_seoul,http://blog.naver.com/ichotel,,"단체석, 주차, 예약, 남/녀 화장실 구분","7m 높이의 시원한 공간감과 전면 통창이 돋보이는 그랜드 키친은 신선한 로컬 식재료들을 이용해 건강한 메뉴를 선보이는 뷔페 레스토랑입니다. 입구에서부터 홀까지 배치된 Kitchen piazza(라이브 스테이션)를 따라 셰프들이 요리하는 모습을 확인하실 수 있으며, 총 11개의 별실이 있어 아늑한 분위기에서 세계의 요리을 즐길 수 있습니다. 매주 수요일에는 중식 전문 셰프의 북경오리 메뉴를, 목요일에는 통참치 해체를 진행해 신선한 회를 맛볼 수 있습니다. 매주 토요일에는 호텔을 대표하는 수석 셰프들의 메뉴가 제공되는 I-Chef 프로모션도 펼쳐집니다.

* 네이버 예약 가능 시간 
- 평일 점심 : 12:00 ~ 14:30
- 평일 저녁 : 18:00 ~ 21:30
- 토요일 저녁 2부 : 19:50 ~ 21:50
주말 및 공휴일 예약은 02-559-7575로 연락 부탁 드립니다.

* 좌석수
- 294석 (별실11개)",height: 46.2225%;,height: 73.635%;,height: 85.405%;,height: 93.4995%;,height: 45.3875%;,height: 45.8385%;,52%,48%
닐리 대치점이탈리아음식,이탈리아음식,147,,02-556-8255,"서울 강남구 도곡로63길 23
지번대치동 923-14 성진회관지도보기","7,500원
그린 샐러드
11,000원
만죠 샐러드
9,000원
뽈로 샐러드
8,500원
시저샐러드
10,500원
카프레제 샐러드
메뉴판(원산지) 이미지로 보기
더보기",http://www.nilli.co.kr/,,,,,,,height: 38.1487%;,height: 43.0033%;,height: 46.3927%;,height: 73.4827%;,height: 33.7227%;,height: 17.1393%;,54%,46%
보물섬생선회,생선회,130,2016테이스티로드,02-540-3563,"서울 강남구 강남대로120길 40
지번논현동 181-5지도보기","40,000원
모듬회 중
50,000원
광어 중
60,000원
우럭 중",,,,,,,,height: 14.997%;,height: 50.577%;,height: 63.4157%;,height: 75.4227%;,height: 37.5077%;,height: 37.0357%;,43%,57%
"미쿡식당 강남점스테이크,립","스테이크,립",5592,,02-552-1253,"서울 강남구 강남대로102길 15
지번역삼동 813-12 지하 1층지도보기","14,900원
토마호크 포크 커틀렛
11,900원
스모크 베이컨 스테이크
24,900원
자이언트 비프 스테이크
10,900원
와이키키 데리야끼 치킨라이스
11,300원
뉴올리언즈 씨푸드 검보
더보기",http://www.tastymecook.com,,,,,"포장, 무선 인터넷","미국여행 중 지쳐있던 나에게 건네진 세련되진 않았지만 꽤나 멋스러웠던 음식 

자유분방함과 다채로움이 가득 담긴 미국 도시들의 특별했던 음식 

미쿡식당은 여행에 대한 즐거움과 특별했던 음식들의 추억을 회상할 수 있는 미국 음식 전문점입니다.


미쿡식당은 미국에서 맛볼 수 있는 음식을 현지화하여 합리적으로 제공하는 
“아메리칸 패스트 다이닝”입니다.",height: 81.384%;,height: 96.904%;,height: 77.2325%;,height: 69.7165%;,height: 52.4825%;,height: 46.516%;,53%,47%
반피차이 논현점,,3883,6시내고향,010-6817-8848,"서울 강남구 강남대로124길 23
지번논현동 145-12지도보기","27,000원
대표
뿌님팟퐁까리
13,000원
대표
팟타이
11,000원
쏨땀
14,000원
팟씨유
23,000원
똠까카이
메뉴판(원산지) 이미지로 보기
더보기",http://blog.naver.com/banpichai,,,,,"단체석, 주차, 포장, 예약, 무선 인터넷","태국음식 전문점 입니다.
감사합니다.

휴무: 명절 당일하루 휴무",height: 28.0973%;,height: 90.86%;,height: 83.1511%;,height: 61.4498%;,height: 49.5204%;,height: 50.2893%;,52%,48%
"장꼬방묵은김치찌개전문찌개,전골","찌개,전골",4951,,02-522-0035,"서울 서초구 효령로 364
지번서초동 1438-8 장꼬방지도보기","7,000원
장꼬방찌개
7,000원
계란말이
8,000원
장꼬방구이",,,,,,단체석,,height: 42.4449%;,height: 67.0289%;,height: 85.0151%;,height: 98.8876%;,height: 61.2484%;,height: 59.4742%;,48%,52%
"이공족발 강남점족발,보쌈","족발,보쌈",482,,02-558-2058,"서울 강남구 강남대로106길 7
지번역삼동 810-8 2층지도보기","13,900원
대표
무제한 족발 A
14,900원
대표
무제한 족발 B
7,900원
평일무한런치
29,900원
포장(중)
39,900원
포장(대)
메뉴판(원산지) 이미지로 보기
더보기",,,,,,,,height: 83.1365%;,height: 96.804%;,height: 71.9995%;,height: 64.818%;,height: 53.9305%;,height: 61.162%;,46%,54%
그레이트후카바 강남바(BAR),바(BAR),32,,02-6247-0808,"서울 서초구 서초대로77길 37
지번서초동 1308-10 서초동월드 401호지도보기","59,000원
스카이보드카
69,000원
앱솔루트보드카
메뉴판(원산지) 이미지로 보기",https://www.facebook.com/gr8hookahbar,,,,,"단체석, 예약, 무선 인터넷, 남/녀 화장실 구분","가격이 저렴한 술, 맛있는 칵테일, 분위기좋은 음악, 물담배가 함께있는 그레이트후카바 강남점입니다.",height: 50.8636%;,height: 90.5182%;,height: 53.1271%;,height: 39.1844%;,height: 36.1164%;,height: 41.6516%;,50%,50%
바나프레소 강남점바나프레소,바나프레소,211,,070-8998-8922,"서울 강남구 테헤란로4길 46
지번역삼동 826-37 쌍용플래티넘 1층지도보기","1,500원
대표
아메리카노",http://www.instagram.com/banapresso/,,,,,"포장, 배달, 무선 인터넷","바나프레소가 드디어 강남역에 입점! 
도심에서 즐기는 커피한잔의 여유. 글렌체크 무늬가 포인트로, 클래식한 인테리어의 매장이예요.",height: 80.0365%;,height: 95.381%;,height: 75.4425%;,height: 72.447%;,height: 55.361%;,height: 45.661%;,59%,41%
"종로삼계탕 강남점백숙,삼계탕","백숙,삼계탕",74,,02-562-1758,"서울 강남구 강남대로94길 18
지번역삼동 819-2지도보기","13,000원
삼계탕
7,500원
반계탕
14,000원
한방삼계탕
12,000원
전복죽
18,000원
전복삼계탕
더보기",,,,,,"주차, 포장, 예약, 남/녀 화장실 구분","20년 역사와 맛을 자랑하는 종로삼계탕이 강남점을 개업하였습니다. 
전통 보양식 삼계탕과 다양한 안주요리(닭불고기, 닭탕수육, 닭날개튀김, 닭도리탕, 닭골뱅이무침, 안동찜닭, 백숙, 내장볶음 등등) 로 최선을 다해 모시겠습니다.",height: 27.3735%;,height: 89.4235%;,height: 89.024%;,height: 80.498%;,height: 63.8855%;,height: 71.394%;,48%,52%
땅코참숯구이돼지고기구이,돼지고기구이,855,,02-562-2009,"서울 강남구 도곡로7길 28
지번역삼동 835지도보기","15,000원
생목살 200g
15,000원
생삼겹살 200g
15,000원
생갈매기살 200g
5,000원
살얼음국수
5,000원
비빔국수
메뉴판(원산지) 이미지로 보기
더보기",,,,,,,,height: 25%;,height: 86.6645%;,height: 90.5995%;,height: 73.849%;,height: 57.3755%;,height: 52.9095%;,45%,55%
남다른감자탕 서울역삼본점감자탕,감자탕,611,,02-555-2110,"서울 강남구 도곡로 203
지번역삼동 788-15 1층지도보기","15,000원
대표
상남자탕
50,000원
대표
산낙지로기산탕(2人)
9,000원
차돌김치해장국
7,000원
남자와함께라면
30,000원
남다른뼈전골
메뉴판(원산지) 이미지로 보기
더보기",http://www.namzatang.com/new/,,,,,"주차, 포장, 무선 인터넷","*사전예약 불가합니다.*
**조회시간: 오전9~10시**
**Break Time: 오후 3~5시**

반갑습니다. 남자입니다. ^_^
대한민국 남자들의 力과 氣를 불어넣기 위한 건강 감자탕브랜드입니다.",height: 50.108%;,height: 79.3345%;,height: 85.4905%;,height: 90.1685%;,height: 69.094%;,height: 63.1885%;,48%,52%
제레미버거햄버거,햄버거,305,,02-578-0904,"서울 강남구 남부순환로361길 7
지번도곡동 959-21 리치원룸텔지도보기","7,800원
치즈버거
8,800원
렛미인버거
8,900원
콘치즈버거
9,900원
제레미버거
11,700원
필리치즈스테이크
메뉴판(원산지) 이미지로 보기
더보기",http://instagram.com/jeremy_burgers,http://m.facebook.com/,,,,,,height: 36.6142%;,height: 95.1231%;,height: 92.428%;,height: 53.3684%;,height: 43.4378%;,height: 56.9729%;,50%,50%
"교대이층집 선릉점육류,고기요리","육류,고기요리",388,,02-557-0743,"서울 강남구 테헤란로70길 14-12
지번대치동 890-43 1층지도보기","14,000원
대표
꽃삼겹(국내산, 150g)
14,000원
대표
통삼겹(국내산, 160g)
14,000원
통목살(국내산, 160g)
13,000원
가브리살(국내산, 150g)
24,000원
차돌박이(한우1++, 150g)
더보기",,,,,,"단체석, 주차, 예약, 무선 인터넷",삼겹살 좀 먹어본 사람들이 분위기 때문에 일부러 찾아가는 선릉 맛집!,height: 44.7385%;,height: 88.0165%;,height: 88.994%;,height: 85.0155%;,height: 67.671%;,height: 69.3315%;,47%,53%
밀크뮤직타운요리주점,요리주점,1052,,02-532-2851,"서울 서초구 강남대로 403
지번서초동 1318-5지도보기","5,000원
소주
4,000원
맥주",https://www.facebook.com/1728226040724433/,,,,,,"안녕하세요
최고의 시설 강남역 10번출구 바로앞에 위치해있는
밀크뮤직타운입니다.
2016년 3월17일날 그랜드오픈하였으며 고품격인테리어와
호텔식 수제안주 , 최고급 인테리어 , 25인 단체석완비 , 29개의 수제안주
흡연가능 소주&맥주 노래주점!",height: 69.043%;,height: 99.0105%;,height: 68.011%;,height: 56.8175%;,height: 48.605%;,height: 25%;,46%,54%
"짱이네 산곰장어해물,생선요리","해물,생선요리",123,수요미식회,02-514-3554,"서울 강남구 언주로 605
지번논현동 237-5지도보기","19,000원
산곰장어(1인분 150g)
80,000원
해산물모듬
40,000원
탕탕이
30,000원
돌멍게
30,000원
낙지
더보기",,,,,,"단체석, 주차, 발렛파킹",,height: 25%;,height: 79.2245%;,height: 95.1225%;,height: 96.888%;,height: 71.2765%;,height: 67.7635%;,45%,55%
사람사는 고깃집 김일도 신논현점,,2751,맛있는녀석들,02-515-0640,"서울 강남구 강남대로118길 26
지번논현동 183-8 성신빌딩 1층지도보기","48,000원
대표
김일도 한판
14,000원
윗고기(목살)
14,000원
아랫고기(숙성삼겹살)
6,000원
수제소세지
메뉴판(원산지) 이미지로 보기",http://kimildo.com/,,,,,"단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분",김에 싸먹는 1℃ 숙성 돼지고기 전문점. 김일도만의 3단 변온 숙성 방법과 고기가 가장 맛있어지는 28일의 숙성기간을 거쳐 더 특별한 고기를 맛 보실 수 있습니다.,height: 30.577%;,height: 89.502%;,height: 91.9605%;,height: 77.674%;,height: 57.7405%;,height: 56.3715%;,45%,55%
"하동관 코엑스몰직영점곰탕,설렁탕","곰탕,설렁탕",542,,02-551-5959,"서울 강남구 영동대로 513
지번삼성동 159 코엑스몰 B1 J101지도보기","13,000원
곰탕
30,000원
수육(중)
50,000원
수육(대)",http://www.hadongkwan.com/,,,,,포장,,height: 51.4735%;,height: 72.4085%;,height: 84.8485%;,height: 89.86%;,height: 32.4865%;,height: 33.7245%;,52%,48%
"팔팔민물장어장어,먹장어요리","장어,먹장어요리",333,맛있는녀석들,02-549-1112,"서울 서초구 사평대로 335
지번반포동 745 금성빌딩지도보기","34,000원
팔팔장어(생장어 250g)
49,000원
토종장어생장어450g)
89,000원
명품장어(생장어800g)
160,000원
강화갯벌장어(1kg)
34,000원
장어정식
메뉴판(원산지) 이미지로 보기
더보기",http://팔팔민물장어.kr/,,,http://880592.co.kr/,,"단체석, 주차, 발렛파킹, 포장, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분","저희 팔팔민물장어는 1979년에 오픈하여 고객님의 신뢰속에 
국내산 장어전문명가로 자리매김하게 되었습니다.
민물장어는 오염원없는 맑은 암반수로 키운 국내산만을 취급하고 있으며,
소규모이긴하나 서울 근교의 직영농장에서 신선한 야채만을 선별하여 
믿고 드실 수 있도록 정성을 다하고 있습니다.

330평 크기로 160석을 갖추고 있으며 
여러형태의 개별룸과 단체석  주차장을 완비하였습니다.
저희매장의 식재료는 깨끗합니다! 
살아있습니다! 
싱싱합니다!

고운기억으로 추억되며 위로받으시는 장소가 되시도록 
최선을 다하는 팔팔민물장어가 되겠습니다.
감사합니다.",height: 19.921%;,height: 54.4363%;,height: 59.372%;,height: 81.051%;,height: 70.2207%;,height: 58.711%;,45%,55%
아낙 역삼점,,585,,02-567-0567,"서울 강남구 테헤란로27길 27
지번역삼동 669-13지도보기","25,000원
대표
김치찜
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",,height: 25%;,height: 76.0865%;,height: 86.6345%;,height: 79.979%;,height: 69.8415%;,height: 64.2775%;,46%,54%
버거킹 강남구청점,,46,,02-512-5750,"서울 강남구 선릉로 639
지번논현동 267-2 동천 빌딩지도보기","메뉴정보
메뉴정보안내
8,000원
트러플콰트로머쉬룸 와퍼세트
9,000원
트러플콰트로머쉬룸 스테이크버거세트
6,600원
통새우와퍼주니어세트
9,700원
통새우스테이크버거세트
8,600원
통새우와퍼세트
더보기",http://www.burgerking.co.kr/,,,,,배달,,height: 42.1887%;,height: 76.1807%;,height: 67.7287%;,height: 56.0327%;,height: 15.0247%;,height: 25.5013%;,47%,53%
바플러스와인코드와인,와인,17,,02-501-8355,"서울 강남구 논현로85길 47
지번역삼동 741-11지도보기","변동
대표
파스타(Alio e Olio)
55,000원
대표
Iberico Bellota 스테이크코스
69,000원
와인세트메뉴",http://barcodewine.co.kr/,,,http://blog.naver.com/jinunezip,,"단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분","역삼동에 위치한 분위기 좋은 음악과 와인을 즐길 수 있는 곳, 
와인에 관한 궁금함과 즐거움을 해결할 수 있도록 최선의 노력중 [예전이름 : 바플러스와인코드]
더 행복한 런치는 평일(11:40-13:40) 점심에 동료, 친구, 거래처 분들과 드시기에 참 좋은 Salad Bar와 Pasta",,,,,,,,
인도야시장인도음식,인도음식,2452,,02-553-4568,"서울 강남구 강남대로96길 11-4
지번역삼동 817-16지도보기","11,000원
런치세트A
38,000원
디너세트A
15,000원
커리",http://www.instagram.com/indoyasijang,http://www.facebook.com/indoyasijang,,,,"단체석, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","솜씨 좋은 현지의 베터랑 쉐프께서 직접 만드는 
인도와 파키스탄의 커리와 바베큐를 맛 보실 수 있는 문화레스토랑입니다.",height: 71.107%;,height: 99.7165%;,height: 76.321%;,height: 67.6535%;,height: 52.8525%;,height: 45.949%;,55%,45%
루베크,,4037,,02-594-1016,"서울 서초구 서초대로73길 50
지번서초동 1309-5지도보기","28,000원
Wine 1 bottle
7,000원
Glass wine
16,000원
Pasta
18,000원
Tapas",http://www.instagram.com/luvec_,,,,,"단체석, 예약, 무선 인터넷, 남/녀 화장실 구분","안녕하세요. Wine Dining  'LUVEC' 입니다.

저희 LUVEC는
강남역과 신논현역 사이에 위치해 접근성이 좋으며 고급스러운 음식과 분위기를 한번에 즐길 수 있어 편하게 오셔서 즐기기에 좋습니다.

 테이블좌석과 쇼파좌석으로 구분하여 한공간에 다른 분위기를 즐길 수 있으며
공간이 넓어 이벤트나 데이트. 모임. 단체손님으로 오셔서 즐기기에도 좋습니다.

당신의 선택이 틀리지 않았음을 확인시켜드리는 LUVEC가 되겠습니다.
감사합니다.",height: 25%;,height: 98.341%;,height: 79.6215%;,height: 53.8995%;,height: 39.149%;,height: 25%;,51%,49%
치향저격,,1002,,02-567-5634,"서울 강남구 강남대로106길 9
지번역삼동 810-9 지하 1층지도보기","18,900원
대표
깻잎후라이드치킨
15,000원
대표
치즈국물떡볶이
22,000원
찜닭",http://chihyang.modoo.at/,,,,,"단체석, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",치향저격은 강남역 근방에 위치한 연말행사/회식/각종모임 등 많은 인원을 수용할 수있도록 준비 되어있는 맛있는 닭요리를 전문으로 하는 닭전문 요리점입니다.,height: 54.095%;,height: 92.3395%;,height: 77.215%;,height: 62.3145%;,height: 45.146%;,height: 63.512%;,48%,52%
만원수산생선회,생선회,802,,02-6084-8184,"서울 서초구 서초대로77길 37
지번서초동 1308-10 3층지도보기","10,000원
활어회 한접시 (광어)
10,000원
활어회 한접시 (우럭)
10,000원
활어회 한접시 (연어)
메뉴판(원산지) 이미지로 보기",,,,,,"예약, 무선 인터넷",,height: 27.2685%;,height: 99.3275%;,height: 75.4725%;,height: 61.6335%;,height: 45.5355%;,height: 58.2675%;,48%,52%
프로간장새우 본점,,6865,,02-547-4924,"서울 강남구 강남대로122길 20
지번논현동 166-4지도보기","25,000원
간장새우+비빔밥
57,000원
간장새우+해산물모듬
18,000원
팔일무뼈국물닭발
25,000원
직화새우삼겹구이
28,000원
생연어사시미
메뉴판(원산지) 이미지로 보기
더보기",,,,,,,"논현동 프로간장새우
네이버 예약시 짜계치를 서비스 제공하고 있습니다^^",height: 34.0889%;,height: 91.8476%;,height: 81.5702%;,height: 57.1702%;,height: 40.024%;,height: 43.6551%;,50%,50%
